Date,Time,Datetime,PIT,Species,RiverCode,RM,Side,Baited,Antenna,Antenna Type,TRIP_ID,,
9/8/2014,19:32,9/8/14 19:32,3DD.003BCAA102,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,19:51,9/8/14 19:51,3DD.003BCAA0D0,HBC,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,20:49,9/8/14 20:49,3DD.003B9C2D0B,HBC,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,20:51,9/8/14 20:51,3DD.003BCAA0FC,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,22:54,9/8/14 22:54,3DD.003BCA9EA0,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,22:59,9/8/14 22:59,3D9.1C2D8ED56B,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/8/2014,23:12,9/8/14 23:12,3DD.003BA03C0B,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,0:18,9/9/14 0:18,3DD.003BCAA0CF,HBC,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,0:34,9/9/14 0:34,3DD.003BA0458B,HBC,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,1:27,9/9/14 1:27,3DD.003BCA9EE1,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,2:59,9/9/14 2:59,3DD.003BCAA12C,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,3:17,9/9/14 3:17,3DD.003BCA9EC2,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,3:31,9/9/14 3:31,384.1B796BBDFC,FMS,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,4:38,9/9/14 4:38,3DD.003BCA9ED0,HBC,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,6:59,9/9/14 6:59,384.36F2B253BE,RBT,COR,34.90,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:00,9/9/14 17:00,384.1B796B8F53,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:00,9/9/14 17:00,3D9.1BF1E915BD,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:00,9/9/14 17:00,3D9.1C2D89BAEB,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:00,9/9/14 17:00,3DD.003BA018CB,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:01,9/9/14 17:01,3D9.1BF210DD03,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:01,9/9/14 17:01,3DD.003BA02E0A,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:04,9/9/14 17:04,3D9.1BF2563A27,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:07,9/9/14 17:07,3D9.1C2D266854,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:08,9/9/14 17:08,3D9.1BF1A0D398,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:12,9/9/14 17:12,3D9.1BF2111A48,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:16,9/9/14 17:16,3D9.1BF1CD2EE9,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:16,9/9/14 17:16,3D9.1C2D425E87,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:21,9/9/14 17:21,3D9.1C2D8B3085,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:32,9/9/14 17:32,3D9.1C2D900BAF,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:37,9/9/14 17:37,3D9.1BF20F9297,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:45,9/9/14 17:45,384.36F2B2983C,UNK,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:51,9/9/14 17:51,384.36F2B2A3E9,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:53,9/9/14 17:53,3D9.1BF1D8AAB4,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:53,9/9/14 17:53,3D9.1C2D41980E,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,17:55,9/9/14 17:55,384.1B796CA373,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:05,9/9/14 18:05,3D9.1BF1AB47AE,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:09,9/9/14 18:09,3D9.1BF255F932,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:16,9/9/14 18:16,3D9.1BF198CC93,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:16,9/9/14 18:16,3DD.003B9C2937,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:24,9/9/14 18:24,384.3B239933B7,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:39,9/9/14 18:39,3D9.1C2D3D967F,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,18:44,9/9/14 18:44,3D9.1BF253306D,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:00,9/9/14 19:00,3D9.1BF2560CC7,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:04,9/9/14 19:04,384.1B796FB118,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:14,9/9/14 19:14,3D9.1BF210F19D,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:16,9/9/14 19:16,3D9.1BF176A590,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:16,9/9/14 19:16,3D9.1BF1A05506,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:16,9/9/14 19:16,3D9.1BF252F06C,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:19,9/9/14 19:19,3D9.1C2D3F6457,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:20,9/9/14 19:20,3D9.1BF20F9FEB,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:21,9/9/14 19:21,3D9.1BF21114F7,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:21,9/9/14 19:21,3D9.1BF25611A2,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:25,9/9/14 19:25,384.36F2B29D3D,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:29,9/9/14 19:29,3D9.1BF255F7DE,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:30,9/9/14 19:30,3D9.1BF1A0DA19,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:46,9/9/14 19:46,3D9.1BF20F8706,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:49,9/9/14 19:49,384.1B796A47E8,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,19:52,9/9/14 19:52,384.36F2B2BF20,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:03,9/9/14 20:03,3DD.003BC8A2D1,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:04,9/9/14 20:04,3D9.1BF20F40E8,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:04,9/9/14 20:04,3D9.1BF2560645,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:08,9/9/14 20:08,3D9.1C2D8C31FE,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:20,9/9/14 20:20,3D9.1BF2379D52,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:22,9/9/14 20:22,3D9.1BF23B8F2B,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:25,9/9/14 20:25,3D9.1BF198C00D,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:27,9/9/14 20:27,384.1B796B9E6C,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:35,9/9/14 20:35,384.36F2B29D73,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:36,9/9/14 20:36,3D9.1BF210E642,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:39,9/9/14 20:39,3D9.1BF25605BA,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,20:56,9/9/14 20:56,3D9.1BF210F134,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:02,9/9/14 21:02,3D9.1BF1A02A31,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:06,9/9/14 21:06,3D9.1C2D8D3D1A,UNK,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:17,9/9/14 21:17,3D9.1C2D8FD68C,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:17,9/9/14 21:17,3DD.003BA018DD,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:33,9/9/14 21:33,3D9.1BF210E841,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,21:44,9/9/14 21:44,3D9.1BF2562ADF,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:02,9/9/14 22:02,3DD.003BA02EF6,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:03,9/9/14 22:03,384.36F2B29D85,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:19,9/9/14 22:19,3D9.1BF210F3DF,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:29,9/9/14 22:29,3D9.1C2D8C23DC,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:33,9/9/14 22:33,3D9.1BF198CFB6,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:39,9/9/14 22:39,3D9.1C2D8C368C,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,22:55,9/9/14 22:55,3D9.1C2D8E9901,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/9/2014,23:35,9/9/14 23:35,384.1B796BA151,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,0:29,9/10/14 0:29,3D9.1C2D3C4982,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,1:08,9/10/14 1:08,3D9.1C2D3C6E93,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,1:25,9/10/14 1:25,384.1B796B97BE,RBT,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,1:42,9/10/14 1:42,3D9.1C2D8B0F78,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,2:11,9/10/14 2:11,3D9.1BF1E872CC,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,3:18,9/10/14 3:18,3D9.1BF195C08C,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,3:20,9/10/14 3:20,384.36F2B2984A,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,3:27,9/10/14 3:27,3DD.003BA042BD,UNK,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,3:45,9/10/14 3:45,3DD.003B9C2D1A,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,3:57,9/10/14 3:57,384.1B796B9534,FMS,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,4:23,9/10/14 4:23,384.36F2B24925,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,6:49,9/10/14 6:49,3D9.1BF20F81F7,HBC,COR,61.12,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,18:03,9/10/14 18:03,3D9.1C2D3DBEAF,UNK,COR,74.92,R,Y,UNK,Submersible,GC20140906,,
9/10/2014,19:40,9/10/14 19:40,3D9.1C2D8C5065,FMS,COR,74.92,R,Y,UNK,Submersible,GC20140906,,
9/11/2014,1:53,9/11/14 1:53,3D9.1BF210CC3A,HBC,COR,74.92,R,Y,UNK,Submersible,GC20140906,,
9/11/2014,19:25,9/11/14 19:25,3DD.003BA0520E,FMS,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/11/2014,20:01,9/11/14 20:01,3DD.003BA0B26A,RBT,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/11/2014,21:58,9/11/14 21:58,3DD.003BA2FA28,FMS,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/11/2014,23:36,9/11/14 23:36,3DD.003BC8A633,RBT,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,3:35,9/12/14 3:35,3DF.209FD0A00E,UNK,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,6:30,9/12/14 6:30,3DD.003BA04D0B,FMS,COR,87.64,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,19:38,9/12/14 19:38,3DD.003BA05881,RBT,COR,108.31,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,19:52,9/12/14 19:52,3D9.1C2D3C5C81,FMS,COR,108.31,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,20:33,9/12/14 20:33,3DD.003BA034BB,FMS,COR,108.31,L,Y,UNK,Submersible,GC20140906,,
9/12/2014,22:24,9/12/14 22:24,3DD.003BCAA325,FMS,COR,108.31,L,Y,UNK,Submersible,GC20140906,,
9/13/2014,1:19,9/13/14 1:19,3DD.003BCAA280,FMS,COR,108.31,L,Y,UNK,Submersible,GC20140906,,
9/14/2014,17:39,9/14/14 17:39,3DD.003B9C2A7F,FMS,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,17:56,9/14/14 17:56,3D9.1C2C9C9F38,HBC,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,18:22,9/14/14 18:22,3D9.1C2D212FF6,FMS,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,18:40,9/14/14 18:40,3DD.003BA04543,HBC,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,18:44,9/14/14 18:44,384.1B796BB498,FMS,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,18:51,9/14/14 18:51,384.36F2B2A0A0,HBC,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,19:09,9/14/14 19:09,3DD.003BA02350,HBC,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,19:27,9/14/14 19:27,384.36F2B294BD,FMS,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/14/2014,20:25,9/14/14 20:25,3D9.1C2D8C5812,HBC,COR,127.20,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,17:54,9/15/14 17:54,3DD.003BA02909,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,19:47,9/15/14 19:47,3DD.003BCAA2FB,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,19:48,9/15/14 19:48,3DD.003BCAA30B,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,19:51,9/15/14 19:51,3DD.003BA04CE6,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,22:01,9/15/14 22:01,3DD.003B9C2A5A,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/15/2014,23:05,9/15/14 23:05,3D9.1C2C87CDA0,HBC,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,1:55,9/16/14 1:55,3DD.003BA02920,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,8:51,9/16/14 8:51,3DD.003B9C2B0C,FMS,COR,128.68,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,15:56,9/16/14 15:56,384.1B796AB681,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:22,9/16/14 16:22,3DD.003BA0291E,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:24,9/16/14 16:24,3D9.1C2D2607A2,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:24,9/16/14 16:24,3DD.003B9C2C7F,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:24,9/16/14 16:24,3DD.003BA0294F,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:27,9/16/14 16:27,3DD.003B9C2A95,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:43,9/16/14 16:43,3D9.1C2DA5558F,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,16:43,9/16/14 16:43,3D9.1C2DE1FD0A,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,17:00,9/16/14 17:00,3D9.1C2DA449CC,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,17:19,9/16/14 17:19,3D9.1BF198B5A1,CRP,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,17:37,9/16/14 17:37,3D9.1C2D9970C4,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,18:06,9/16/14 18:06,384.36F2B294A2,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,18:06,9/16/14 18:06,3DD.003B9C2A9A,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,19:05,9/16/14 19:05,3DD.003BCAA49E,CRP,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,19:34,9/16/14 19:34,3D9.1C2D3F74F5,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,20:48,9/16/14 20:48,3DD.003BA07DCC,UNK,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,22:08,9/16/14 22:08,3DD.003B9C2AA5,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,22:26,9/16/14 22:26,3D9.1C2D9AF9B7,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/16/2014,23:10,9/16/14 23:10,3DD.003BA04A06,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,2:30,9/17/14 2:30,3D9.1C2D267823,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,5:25,9/17/14 5:25,3DD.003BA045A9,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,6:32,9/17/14 6:32,3D9.1BF1992160,CRP,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,7:05,9/17/14 7:05,3D9.1C2DE19054,HBC,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,7:43,9/17/14 7:43,3DD.003BA023BD,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,8:28,9/17/14 8:28,3DD.003BCAA673,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,8:30,9/17/14 8:30,3DD.003BCAA65E,FMS,COR,158.00,R,Y,UNK,Submersible,GC20140906,,
9/17/2014,17:05,9/17/14 17:05,3DD.003BA02771,FMS,COR,197.14,L,Y,UNK,Submersible,GC20140906,,
9/17/2014,20:09,9/17/14 20:09,384.36F2B24AED,FMS,COR,197.14,L,Y,UNK,Submersible,GC20140906,,
9/18/2014,9:24,9/18/14 9:24,384.36F2B25469,FMS,COR,197.14,L,Y,UNK,Submersible,GC20140906,,
9/18/2014,17:36,9/18/14 17:36,3DD.003BA04598,FMS,COR,214.20,L,Y,UNK,Submersible,GC20140906,,
9/18/2014,17:44,9/18/14 17:44,384.36F2B2A10B,FMS,COR,214.20,L,Y,UNK,Submersible,GC20140906,,
9/19/2014,10:14,9/19/14 10:14,3DD.003BA228BE,FMS,COR,214.20,L,Y,UNK,Submersible,GC20140906,,
9/19/2014,11:28,9/19/14 11:28,3D9.1C2C583C80,UNK,COR,214.20,L,Y,UNK,Submersible,GC20140906,,
9/1/2015,19:41,9/1/15 19:41,384.1B796A1425,FMS,COR,31.05,R,Y,GC04,Submersible,GC20150901,,
9/1/2015,17:55,9/1/15 17:55,384.1B796A4288,FMS,COR,30,R,Y,GS01,Submersible,GC20150901,,
9/1/2015,22:03,9/1/15 22:03,384.1B796B9443,FMS,COR,30,R,Y,GC01,Submersible,GC20150901,,
9/1/2015,18:31,9/1/15 18:31,384.1B796B9443,FMS,COR,30.8,R,Y,GC03,Submersible,GC20150901,,
9/1/2015,22:00,9/1/15 22:00,384.1B796B9A00,FMS,COR,30,R,Y,GS01,Submersible,GC20150901,,
9/1/2015,19:32,9/1/15 19:32,384.1B796BB405,HBC,COR,30.91,R,Y,GS02,Submersible,GC20150901,,
9/1/2015,19:04,9/1/15 19:04,384.1B796BB40C,FMS,COR,30.91,R,Y,GS02,Submersible,GC20150901,,
9/1/2015,19:56,9/1/15 19:56,384.1B796BB44D,FMS,COR,30,R,Y,GS01,Submersible,GC20150901,,
9/1/2015,18:15,9/1/15 18:15,384.36F2B24543,FMS,COR,31.05,R,Y,GC04,Submersible,GC20150901,,
