ACCESS_FISH_ID,error correction,TRIP_ID,START_DATE,RIVER_CODE,GEAR_CODE,SPECIES_CODE,TOTAL_LENGTH,PITTAG,DATASHEET_SAMPLE_ID,WEIGHT,STATION_ID,START_RM,SAMPLE_NOTES,BH notes,SEX_CODE,SEX_COND_CODE,SEX_CHAR_CODE,DISPOSITION_CODE
267114,x,SHI20150830,09/05/2015,SHI,HB,FMS,381,3DD.003BA05A27,H43,425,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269193,,SHI20140909,09/15/2014,SHI,HB,FMS,448,3DD.003BA07AF0,H3,650,-1,,MOUTH OF SHI CREEK,fixed river mile,U,N,N,RA
269092,x,SHI20140909,09/14/2014,COR,HB,FMS,422,3DD.003BA07AF7,H35,620,,108.86,RM 108.86,fixed river mile,U,N,N,RA
269025,x,SHI20140909,09/14/2014,COR,HB,FMS,365,3DD.003BA07AFF,H24,385,,108.75,RM 108.75,fixed river mile,U,N,N,RA
269014,x,SHI20140909,09/14/2014,COR,HB,FMS,372,3DD.003BA07B00,H23,465,,108.74,RM 108.74,fixed river mile,U,N,N,RA
269074,x,SHI20140909,09/14/2014,COR,HB,FMS,418,3DD.003BA07B08,H32,575,,108.83,RM 108.83,fixed river mile,U,N,C,RA
269155,x,SHI20140909,09/15/2014,COR,HB,FMS,319,3DD.003BA07B09,H49,250,,109.1,"RM 109.10
RR",fixed river mile,U,N,N,RA
269154,x,SHI20140909,09/15/2014,COR,HB,FMS,326,3DD.003BA07B0C,H49,295,,109.1,"RM 109.10
RR",fixed river mile,U,N,N,RA
269084,x,SHI20140909,09/14/2014,COR,HB,FMS,455,3DD.003BA07B16,H35,795,,108.86,RM 108.86,fixed river mile,U,N,C,RA
269226,x,SHI20140909,09/15/2014,COR,HB,FMS,296,3DD.003BA07CA9,H55,200,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269061,x,SHI20140909,09/15/2014,COR,HB,FMS,430,3DD.003BA07CAB,H54,735,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,M,R,B,RA
269236,x,SHI20140909,09/15/2014,COR,HB,FMS,355,3DD.003BA07CAC,H55,345,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
250130,x,SHI20190620,06/20/2019,COR,HB,FMS,426,3DD.003BA07CAE,H16,563,1,108.9,"RM 108.9, RL",fixed river mile,U,N,C,RA
269233,x,SHI20140909,09/15/2014,COR,HB,FMS,355,3DD.003BA07CAE,H55,430,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269208,x,SHI20140909,09/15/2014,COR,HB,FMS,341,3DD.003BA07CAF,H51,320,,109.12,"RM 109.12
RR",fixed river mile,U,N,N,RA
269257,x,SHI20140909,09/15/2014,COR,HB,FMS,473,3DD.003BA07CB0,H57,935,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269069,x,SHI20140909,09/15/2014,COR,HB,FMS,402,3DD.003BA07CB1,H55,560,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
267082,x,SHI20150830,09/04/2015,SHI,HB,FMS,340,3DD.003BA07CB2,H26,300,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269068,x,SHI20140909,09/15/2014,COR,HB,FMS,376,3DD.003BA07CB4,H55,465,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269234,x,SHI20140909,09/15/2014,COR,HB,FMS,362,3DD.003BA07CB6,H55,395,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269060,x,SHI20140909,09/15/2014,COR,HB,FMS,355,3DD.003BA07CBA,H54,370,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,M,R,N,RA
269072,x,SHI20140909,09/15/2014,COR,HB,FMS,428,3DD.003BA07CBC,H55,610,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
267038,x,SHI20150830,09/03/2015,SHI,HB,FMS,345,3DD.003BA07CBD,H18,355,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269062,x,SHI20140909,09/15/2014,COR,HB,FMS,290,3DD.003BA07CBF,H54,210,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
269210,x,SHI20140909,09/15/2014,COR,HB,FMS,399,3DD.003BA07CC0,H52,525,,109.13,"RM 109.13
RR",fixed river mile,U,N,N,RA
269225,x,SHI20140909,09/15/2014,COR,HB,FMS,321,3DD.003BA07CC2,H55,250,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269064,x,SHI20140909,09/15/2014,COR,HB,FMS,384,3DD.003BA07CC3,H54,410,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
269243,x,SHI20140909,09/15/2014,COR,HB,FMS,392,3DD.003BA07CC5,H57,480,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269220,x,SHI20140909,09/15/2014,COR,HB,FMS,369,3DD.003BA07CC9,H53,425,,109.14,"ACROSS FROM BASS CAMP
RM 109.14
RL",fixed river mile,U,N,N,RA
269222,x,SHI20140909,09/15/2014,COR,HB,FMS,375,3DD.003BA07CCB,H55,425,,109.16,"
RM 109.16
RL",fixed river mile,U,N,C,RA
267153,x,SHI20150830,09/03/2015,SHI,HB,FMS,414,3DD.003BA07CCE,H10,555,1,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267123,x,SHI20150830,09/04/2015,SHI,HB,FMS,414,3DD.003BA07CCE,H31,550,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269253,x,SHI20140909,09/15/2014,COR,HB,FMS,447,3DD.003BA07CD3,H57,720,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269221,x,SHI20140909,09/15/2014,COR,HB,FMS,400,3DD.003BA07CD4,H54,490,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
260926,,SHI20140610,06/14/2014,COR,HB,FMS,465,3DD.003BA07CD5,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,F,N,C,RA
269256,x,SHI20140909,09/15/2014,COR,HB,FMS,368,3DD.003BA07CD6,H57,500,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
267019,x,SHI20150830,09/03/2015,SHI,HB,FMS,333,3DD.003BA07CD9,H15,360,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267288,x,SHI20150830,09/04/2015,SHI,HB,FMS,335,3DD.003BA07CD9,H23,335,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269063,x,SHI20140909,09/15/2014,COR,HB,FMS,331,3DD.003BA07CDA,H54,260,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
269065,x,SHI20140909,09/15/2014,COR,HB,FMS,368,3DD.003BA07CDB,H54,415,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
269067,x,SHI20140909,09/15/2014,COR,HB,FMS,410,3DD.003BA07CDD,H54,525,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,N,RA
269268,x,SHI20140909,09/15/2014,COR,HB,FMS,347,3DD.003BA07CDF,H56,320,,109.18,"
RM 109.18
RL",fixed river mile,U,N,N,RA
269254,x,SHI20140909,09/15/2014,COR,HB,FMS,426,3DD.003BA07CE3,H57,685,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269239,x,SHI20140909,09/15/2014,COR,HB,FMS,412,3DD.003BA07CE6,H57,710,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269231,x,SHI20140909,09/15/2014,COR,HB,FMS,350,3DD.003BA07CE7,H55,360,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
267677,x,SHI20150609,06/15/2015,COR,HB,FMS,401,3DD.003BA07CE8,H20,575,2,109.1,"MILE109.1 RIVER LEFT
BY FLUTED SCHIST",fixed river mile,U,N,N,RA
269249,x,SHI20140909,09/15/2014,COR,HB,FMS,400,3DD.003BA07CE8,H57,535,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269066,x,SHI20140909,09/15/2014,COR,HB,FMS,410,3DD.003BA07CE9,H54,625,,109.15,"ACROSS FROM BASS CAMP
RM 109.15
RL",fixed river mile,U,N,C,RA
267097,x,SHI20150830,09/04/2015,SHI,HB,FMS,460,3DD.003BA07CEB,H29,745,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
269230,x,SHI20140909,09/15/2014,COR,HB,FMS,350,3DD.003BA07CF0,H55,325,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
267676,x,SHI20150609,06/15/2015,COR,HB,FMS,352,3DD.003BA07CF1,H20,400,2,109.1,"MILE109.1 RIVER LEFT
BY FLUTED SCHIST",fixed river mile,U,N,N,RA
267213,x,SHI20150830,09/05/2015,SHI,HB,FMS,355,3DD.003BA07CF1,H48,375,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
269252,x,SHI20140909,09/15/2014,COR,HB,FMS,343,3DD.003BA07CF1,H57,325,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,C,RA
269206,x,SHI20140909,09/15/2014,COR,HB,FMS,394,3DD.003BA07CF9,H51,470,,109.12,"RM 109.12
RR",fixed river mile,U,N,N,RA
269266,x,SHI20140909,09/15/2014,COR,HB,FMS,396,3DD.003BA07CFA,H56,585,,109.18,"
RM 109.18
RL",fixed river mile,U,N,N,RA
269258,x,SHI20140909,09/15/2014,COR,HB,FMS,378,3DD.003BA07CFD,H57,460,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,C,RA
261252,,SHI20140610,06/14/2014,COR,HB,FMS,442,3DD.003BA07D00,H19,,,,,,U,N,N,RA
269244,x,SHI20140909,09/15/2014,COR,HB,FMS,397,3DD.003BA07D00,H57,535,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269232,x,SHI20140909,09/15/2014,COR,HB,FMS,375,3DD.003BA07D01,H55,385,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269229,x,SHI20140909,09/15/2014,COR,HB,FMS,355,3DD.003BA07D02,H55,370,,109.16,"
RM 109.16
RL",fixed river mile,U,N,N,RA
269251,x,SHI20140909,09/15/2014,COR,HB,FMS,335,3DD.003BA07D03,H57,305,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269246,x,SHI20140909,09/15/2014,COR,HB,FMS,356,3DD.003BA07D07,H57,390,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
269219,x,SHI20140909,09/15/2014,COR,HB,FMS,330,3DD.003BA07D08,H53,255,,109.14,"ACROSS FROM BASS CAMP
RM 109.14
RL",fixed river mile,U,N,N,RA
269264,x,SHI20140909,09/15/2014,COR,HB,FMS,370,3DD.003BA07D09,H56,420,,109.18,"
RM 109.18
RL",fixed river mile,U,N,N,RA
260332,x,SHI20140610,06/14/2014,COR,HB,FMS,455,3DD.003BA07D6F,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,F,N,N,RA
261240,,SHI20140610,06/14/2014,COR,HB,FMS,365,3DD.003BA07D70,H17,,,,,,M,N,B,RA
259348,,SHI20140610,06/17/2014,COR,HB,FMS,349,3DD.003BA07D71,H4,,,,,,U,N,C,RA
261279,,SHI20140610,06/16/2014,COR,HB,FMS,349,3DD.003BA07D71,H3,,,,,,M,N,C,RA
260919,x,SHI20140610,06/14/2014,COR,HB,FMS,370,3DD.003BA07D72,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
261211,,SHI20140610,06/14/2014,COR,HB,FMS,318,3DD.003BA07D73,H12,,,,,,U,N,N,RA
262249,,SHI20140610,06/17/2014,COR,HB,FMS,318,3DD.003BA07D73,H30,,,,,,U,N,C,RA
260960,,SHI20140610,06/14/2014,COR,HB,FMS,370,3DD.003BA07D74,H11,,,,,,U,N,N,RA
269016,x,SHI20140909,09/14/2014,COR,HB,FMS,390,3DD.003BA07D74,H23,455,,108.74,RM 108.74,fixed river mile,U,N,N,RA
261262,,SHI20140610,06/14/2014,COR,HB,FMS,380,3DD.003BA07D76,H20,,,,,,U,N,N,RA
260940,,SHI20140610,06/14/2014,COR,HB,FMS,332,3DD.003BA07D77,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
262284,,SHI20140610,06/17/2014,COR,HB,FMS,326,3DD.003BA07D77,H31,,,,,,U,N,C,RA
269161,x,SHI20140909,09/15/2014,COR,HB,FMS,351,3DD.003BA07D77,H50,380,,109.11,"RM 109.11
RR",fixed river mile,U,N,N,RA
261281,,SHI20140610,06/16/2014,COR,HB,FMS,349,3DD.003BA07D78,H4,,,,,,U,N,C,RA
261246,,SHI20140610,06/14/2014,COR,HB,FMS,460,3DD.003BA07D79,H19,,,,,,M,N,C,RA
261253,,SHI20140610,06/14/2014,COR,HB,FMS,440,3DD.003BA07D7A,H19,,,,,,F,N,C,RA
261259,,SHI20140610,06/14/2014,COR,HB,FMS,442,3DD.003BA07D7B,H20,,,,,,F,N,C,RA
261241,,SHI20140610,06/14/2014,COR,HB,FMS,336,3DD.003BA07D7C,H17,,,,,,M,N,N,RA
261264,,SHI20140610,06/16/2014,COR,HB,FMS,439,3DD.003BA07D7D,H1,,,,NET RESET,,U,N,C,RA
260921,x,SHI20140610,06/14/2014,COR,HB,FMS,370,3DD.003BA07D7E,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
262260,,SHI20140610,06/17/2014,COR,HB,FMS,365,3DD.003BA07D7E,H31,,,,,,U,N,C,RA
261282,,SHI20140610,06/16/2014,COR,HB,FMS,375,3DD.003BA07D7F,H4,,,,,,U,N,C,RA
261212,,SHI20140610,06/14/2014,COR,HB,FMS,308,3DD.003BA07D80,H12,,,,,,U,N,N,RA
260942,,SHI20140610,06/14/2014,COR,HB,FMS,380,3DD.003BA07D81,H4,,,,,,U,N,C,RA
261802,,SHI20140610,06/16/2014,COR,HB,FMS,537,3DD.003BA07D82,H5,,,,,,F,N,C,RA
259349,,SHI20140610,06/17/2014,COR,HB,FMS,342,3DD.003BA07D83,H4,,,,,,U,N,C,RA
260938,,SHI20140610,06/14/2014,COR,HB,FMS,342,3DD.003BA07D83,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
260929,,SHI20140610,06/14/2014,COR,HB,FMS,407,3DD.003BA07D84,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
261272,,SHI20140610,06/16/2014,COR,HB,FMS,400,3DD.003BA07D85,H3,,,,,,U,N,C,RA
261803,,SHI20140610,06/16/2014,COR,HB,FMS,496,3DD.003BA07D87,H5,,,,,,M,N,B,RA
260962,,SHI20140610,06/14/2014,COR,HB,FMS,361,3DD.003BA07D88,H11,,,,,,U,N,N,RA
260958,,SHI20140610,06/14/2014,COR,HB,FMS,460,3DD.003BA07D89,H11,,,,,,F,N,C,RA
261238,,SHI20140610,06/14/2014,COR,HB,FMS,380,3DD.003BA07D8A,H17,,,,,,M,N,C,RA
260936,,SHI20140610,06/14/2014,COR,HB,FMS,327,3DD.003BA07D8B,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
262234,,SHI20140610,06/17/2014,COR,HB,FMS,332,3DD.003BA07D8B,H24,,,,,,U,N,C,RA
262363,,SHI20140610,06/17/2014,COR,HB,FMS,372,3DD.003BA07D8C,H33,,,,,,M,N,T,RA
260925,,SHI20140610,06/14/2014,COR,HB,FMS,435,3DD.003BA07D8D,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,F,N,C,RA
261250,,SHI20140610,06/14/2014,COR,HB,FMS,365,3DD.003BA07D8E,H19,,,,,,M,N,N,RA
261268,,SHI20140610,06/16/2014,COR,HB,FMS,340,3DD.003BA07D8F,H2,,,,NET RESET,,U,N,N,RA
260334,x,SHI20140610,06/14/2014,COR,HB,FMS,333,3DD.003BA07D90,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
267420,x,SHI20150609,06/16/2015,COR,HB,FMS,381,3DD.003BA07D91,H6,458,3,109,BASS CAMP LOWER TAMRAM,fixed river mile,U,N,T,RA
267072,x,SHI20150830,09/04/2015,SHI,HB,FMS,388,3DD.003BA07D91,H25,455,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
260933,,SHI20140610,06/14/2014,COR,HB,FMS,385,3DD.003BA07D91,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,M,R,C,RA
261249,,SHI20140610,06/14/2014,COR,HB,FMS,420,3DD.003BA07D92,H19,,,,,,U,N,N,RA
261834,,SHI20140610,06/16/2014,COR,HB,FMS,411,3DD.003BA07D92,H8,,,,,,U,N,N,RA
260937,,SHI20140610,06/14/2014,COR,HB,FMS,340,3DD.003BA07D93,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
260927,,SHI20140610,06/14/2014,COR,HB,FMS,460,3DD.003BA07D94,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,F,N,C,RA
261862,,SHI20140610,06/16/2014,COR,HB,FMS,466,3DD.003BA07D94,H12,,,,,,F,N,C,RA
262293,,SHI20140610,06/17/2014,COR,HB,FMS,460,3DD.003BA07D94,H32,,,,,,U,N,C,RA
261265,,SHI20140610,06/16/2014,COR,HB,FMS,390,3DD.003BA07D95,H1,,,,NET RESET,,U,N,C,RA
261232,,SHI20140610,06/14/2014,COR,HB,FMS,380,3DD.003BA07D96,H15,,,,,,U,N,C,RA
261207,,SHI20140610,06/14/2014,COR,HB,FMS,347,3DD.003BA07D97,H12,,,,,,U,N,C,RA
262257,,SHI20140610,06/17/2014,COR,HB,FMS,352,3DD.003BA07D97,H31,,,,,,U,N,N,RA
261239,,SHI20140610,06/14/2014,COR,HB,FMS,410,3DD.003BA07D98,H17,,,,,,F,N,N,RA
260931,,SHI20140610,06/14/2014,COR,HB,FMS,370,3DD.003BA07D99,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,M,R,N,RA
261263,,SHI20140610,06/14/2014,COR,HB,FMS,394,3DD.003BA07D9A,H20,,,,,,M,N,N,RA
262218,,SHI20140610,06/17/2014,COR,HB,FMS,402,3DD.003BA07D9A,H24,,,,,,U,N,C,RA
260329,x,SHI20140610,06/14/2014,COR,HB,FMS,340,3DD.003BA07D9C,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
261273,,SHI20140610,06/16/2014,COR,HB,FMS,362,3DD.003BA07D9D,H3,,,,,,U,N,C,RA
261258,,SHI20140610,06/14/2014,COR,HB,FMS,336,3DD.003BA07D9E,H19,,,,,,M,S,C,RA
260916,,SHI20140610,06/16/2014,COR,HB,FMS,331,3DD.003BA07D9E,H13,,,,,,U,N,N,RA
260920,x,SHI20140610,06/14/2014,COR,HB,FMS,370,3DD.003BA07D9F,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,M,N,N,RA
260928,,SHI20140610,06/14/2014,COR,HB,FMS,400,3DD.003BA07DA0,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
260335,x,SHI20140610,06/14/2014,COR,HB,FMS,330,3DD.003BA07DA1,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
260959,,SHI20140610,06/14/2014,COR,HB,FMS,376,3DD.003BA07DA2,H11,,,,,,U,N,N,RA
262252,,SHI20140610,06/17/2014,COR,HB,FMS,379,3DD.003BA07DA2,H30,,,,,,U,N,C,RA
261208,,SHI20140610,06/14/2014,COR,HB,FMS,384,3DD.003BA07DA3,H12,,,,,,U,N,N,RA
261251,,SHI20140610,06/14/2014,COR,HB,FMS,407,3DD.003BA07DA4,H19,,,,,,F,N,C,RA
261837,,SHI20140610,06/16/2014,COR,HB,FMS,420,3DD.003BA07DA5,H8,,,,,,F,N,C,RA
260934,,SHI20140610,06/14/2014,COR,HB,FMS,359,3DD.003BA07DA6,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
262224,,SHI20140610,06/17/2014,COR,HB,FMS,353,3DD.003BA07DA6,H24,,,,,,U,N,C,RA
261804,,SHI20140610,06/16/2014,COR,HB,FMS,480,3DD.003BA07DA7,H5,,,,,,F,N,C,RA
267247,x,SHI20150830,09/05/2015,SHI,HB,FMS,454,3DD.003BA07DA8,H52,700,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
261233,,SHI20140610,06/14/2014,COR,HB,FMS,460,3DD.003BA07DA8,H15,,,,,,M,N,T,RA
260935,,SHI20140610,06/14/2014,COR,HB,FMS,406,3DD.003BA07DA9,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
260945,,SHI20140610,06/14/2014,COR,HB,FMS,429,3DD.003BA07DAA,H7,,,,,,F,N,C,RA
260918,x,SHI20140610,06/14/2014,COR,HB,FMS,356,3DD.003BA07DAB,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,M,N,T,RA
261248,,SHI20140610,06/14/2014,COR,HB,FMS,391,3DD.003BA07DAC,H19,,,,,,M,N,N,RA
261868,,SHI20140610,06/16/2014,COR,HB,FMS,390,3DD.003BA07DAC,H14,,,,RBS/FMS HYBRID,,U,N,N,RA
261242,,SHI20140610,06/14/2014,COR,HB,FMS,353,3DD.003BA07DAD,H17,,,,,,M,N,C,RA
261848,,SHI20140610,06/16/2014,COR,HB,FMS,355,3DD.003BA07DAD,H9,,,,,,M,N,N,RA
260923,x,SHI20140610,06/14/2014,COR,HB,FMS,366,3DD.003BA07DAE,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
261234,,SHI20140610,06/14/2014,COR,HB,FMS,430,3DD.003BA07DAF,H15,,,,,,M,N,T,RA
261260,,SHI20140610,06/14/2014,COR,HB,FMS,471,3DD.003BA07DB0,H20,,,,,,F,N,C,RA
262228,,SHI20140610,06/17/2014,COR,HB,FMS,474,3DD.003BA07DB0,H24,,,,,,U,N,C,RA
261245,,SHI20140610,06/14/2014,COR,HB,FMS,492,3DD.003BA07DB1,H19,,,,,,F,N,C,RA
261821,,SHI20140610,06/16/2014,COR,HB,FMS,502,3DD.003BA07DB1,H8,,,,,,F,N,C,RA
261274,,SHI20140610,06/16/2014,COR,HB,FMS,430,3DD.003BA07DB2,H3,,,,,,F,N,C,RA
260325,x,SHI20140610,06/14/2014,COR,HB,FMS,388,3DD.003BA07DB3,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,M,N,N,RA
269248,x,SHI20140909,09/15/2014,COR,HB,FMS,395,3DD.003BA07DB3,H57,590,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,U,N,N,RA
259368,x,SHI20140610,06/14/2014,COR,HB,FMS,491,3DD.003BA07DB4,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,F,N,C,RA
260943,,SHI20140610,06/14/2014,COR,HB,FMS,382,3DD.003BA07DB5,H4,,,,,,U,N,N,RA
261280,,SHI20140610,06/16/2014,COR,HB,FMS,290,3DD.003BA07DB6,H3,,,,,,U,N,N,RA
261247,,SHI20140610,06/14/2014,COR,HB,FMS,441,3DD.003BA07DB7,H19,,,,,,M,N,B,RA
261866,,SHI20140610,06/16/2014,COR,HB,FMS,445,3DD.003BA07DB7,H12,,,,,,U,N,C,RA
260930,,SHI20140610,06/14/2014,COR,HB,FMS,425,3DD.003BA07DB8,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
262105,,SHI20140610,06/16/2014,COR,HB,FMS,426,3DD.003BA07DB8,H14,,,,RBS/FMS HYBRID,,F,N,N,RA
261278,,SHI20140610,06/16/2014,COR,HB,FMS,349,3DD.003BA07DB9,H3,,,,,,M,N,C,RA
261806,,SHI20140610,06/16/2014,COR,HB,FMS,400,3DD.003BA07DBA,H5,,,,,,U,N,C,RA
260941,,SHI20140610,06/14/2014,COR,HB,FMS,385,3DD.003BA07DBB,H4,,,,,,M,R,C,RA
261209,,SHI20140610,06/14/2014,COR,HB,FMS,372,3DD.003BA07DBC,H12,,,,,,U,N,C,RA
261210,,SHI20140610,06/14/2014,COR,HB,FMS,374,3DD.003BA07DBC,H12,,,,,,M,N,B,RA
269245,x,SHI20140909,09/15/2014,COR,HB,FMS,381,3DD.003BA07DBC,H57,490,,109.19,"JUST BELOW BASS CAMP
RM 109.19
RR",fixed river mile,M,R,C,RA
261277,,SHI20140610,06/16/2014,COR,HB,FMS,395,3DD.003BA07DBF,H3,,,,,,M,R,B,RA
259367,x,SHI20140610,06/14/2014,COR,HB,FMS,357,3DD.003BA07DC0,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
259343,,SHI20140610,06/17/2014,COR,HB,FMS,387,3DD.003BA07DC1,H4,,,,,,U,N,C,RA
261254,,SHI20140610,06/14/2014,COR,HB,FMS,383,3DD.003BA07DC1,H19,,,,,,U,N,N,RA
261854,,SHI20140610,06/16/2014,COR,HB,FMS,386,3DD.003BA07DC1,H9,,,,,,M,N,N,RA
260939,,SHI20140610,06/14/2014,COR,HB,FMS,410,3DD.003BA07DC2,H3,,,,"POTENTIAL RBS/FMS HYBRID
IN SMALL SPORT SIZED BOAT IN A WALL CRACK JUST ABOEV SHI FALLS PULL IN BEACH",,U,N,N,RA
260328,x,SHI20140610,06/14/2014,COR,HB,FMS,398,3DD.003BA07DC3,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,U,N,N,RA
260327,x,SHI20140610,06/14/2014,COR,HB,FMS,429,3DD.003BA07DC4,H2,,,109.2,PULL IN BEACH FOR SHI FALLS,,F,N,N,RA
262231,,SHI20140610,06/17/2014,COR,HB,FMS,470,3DD.003BA07DC5,H24,,,,,,U,N,C,RA
